"","sikker_fg","fg_kunnskap_1","fg_kunnskap_2","fg_kunnskap_3","fg_forbedring","fg_likhet_1","fg_likhet_2","fg_likhet_3","fg_kunnskap2","fg_auto_flykt","fg_region","fg_kjennskap_nav","fg_auto_nav","fg_pari_nav","fg_kjennskap_prv","fg_auto_prv","fg_imp_1","fg_imp_2","fg_imp_3","fg_flykt_post","fg_nav_post","fg_prv_post","fg_tradeoff_1","fg_tradeoff_2","fg_tradeoff_3","demo_edu","demo_party","demo_trust","demo_lr_scale","post","fg_sikkert_post","fo_delib","fo_media","on_sikkert_post","fg"
"136",NA,3,4,3,3,3,4,4,5,1,3,5,1,2,4,1,4,4,5,1,1,1,3,1,1,NA,NA,NA,NA,1,3,1,4,NA,1
"137",NA,2,4,4,3,4,2,3,6,1,3,5,1,2,5,1,5,5,5,2,2,2,1,1,1,NA,NA,NA,NA,1,3,1,4,NA,1
"138",NA,4,4,5,3,4,3,4,5,1,5,5,1,1,5,1,4,3,4,1,2,1,1,2,2,NA,NA,NA,NA,1,2,2,5,NA,1
"139",NA,3,2,2,3,5,3,4,5,1,4,6,1,1,5,1,4,3,4,2,2,1,2,2,2,NA,NA,NA,NA,1,3,2,4,NA,1
"140",NA,3,3,3,3,3,3,3,5,1,3,5,1,2,5,1,5,4,5,2,2,2,1,1,2,NA,NA,NA,NA,1,3,1,4,NA,1
"141",NA,4,4,3,3,5,3,3,6,1,6,6,1,1,3,1,4,4,5,1,2,1,3,3,3,NA,NA,NA,NA,1,3,1,4,NA,1
"142",NA,4,4,3,3,3,4,2,6,2,3,6,1,2,3,1,4,6,5,2,2,1,3,3,3,NA,NA,NA,NA,1,3,1,4,NA,1
"143",NA,3,2,4,3,4,3,5,3,1,5,6,1,1,3,1,5,4,5,1,1,1,2,3,3,NA,NA,NA,NA,1,3,1,4,NA,1
"144",NA,2,4,4,3,4,4,4,5,1,6,5,1,3,3,1,3,3,4,1,1,1,3,3,3,NA,NA,NA,NA,1,3,1,4,NA,1
"145",NA,4,4,4,3,4,3,4,5,1,3,5,1,1,5,1,4,4,4,1,1,1,1,1,1,NA,NA,NA,NA,1,2,2,4,NA,1
"146",NA,4,4,4,3,4,3,4,6,1,3,6,1,2,6,1,4,3,5,3,2,1,2,1,3,NA,NA,NA,NA,1,3,2,4,NA,1
"147",NA,3,2,3,2,2,2,4,5,1,6,5,1,2,5,1,4,4,3,2,1,2,3,3,3,NA,NA,NA,NA,1,3,2,4,NA,1
"148",NA,4,5,4,3,3,2,4,5,1,5,5,1,1,5,1,4,3,4,2,2,1,1,3,3,NA,NA,NA,NA,1,3,1,4,NA,1
"149",NA,4,4,4,3,4,2,4,4,1,5,5,1,2,5,1,4,4,4,3,3,3,1,2,2,NA,NA,NA,NA,1,3,1,4,NA,1
"150",NA,3,4,4,2,4,2,2,6,1,3,6,1,1,6,1,5,4,4,2,2,3,1,1,1,NA,NA,NA,NA,1,3,1,4,NA,1
"151",NA,3,5,5,3,2,4,4,3,1,1,2,1,2,1,1,4,2,5,1,1,1,1,1,1,NA,NA,NA,NA,1,2,1,5,NA,1
"152",NA,3,4,4,3,5,3,4,5,1,6,5,1,1,5,1,2,3,3,2,2,3,1,1,1,NA,NA,NA,NA,1,3,3,4,NA,1
"153",NA,3,4,5,3,3,3,4,3,4,3,3,1,2,3,1,4,4,5,2,2,2,2,3,1,NA,NA,NA,NA,1,2,2,4,NA,1
"154",NA,2,3,4,3,7,3,5,5,1,5,5,1,1,3,1,4,3,5,2,2,2,1,2,1,NA,NA,NA,NA,1,3,1,4,NA,1
"155",NA,4,4,4,3,5,2,5,5,1,5,5,1,1,3,1,3,3,5,2,2,2,2,2,2,NA,NA,NA,NA,1,3,1,4,NA,1
"156",NA,2,4,4,3,8,8,8,6,1,4,5,1,2,5,1,3,4,4,2,2,2,1,1,1,NA,NA,NA,NA,1,2,2,4,NA,1
"157",NA,3,4,4,3,5,3,4,5,1,4,5,1,1,5,1,3,3,3,2,2,2,1,1,2,NA,NA,NA,NA,1,2,2,5,NA,1
"158",NA,4,4,4,4,4,4,4,5,1,3,5,1,1,4,1,4,3,4,2,1,1,3,3,3,NA,NA,NA,NA,1,2,2,4,NA,1
"159",NA,4,3,2,3,4,5,5,5,1,3,5,1,2,2,1,4,3,5,1,1,3,2,3,2,NA,NA,NA,NA,1,3,2,4,NA,1
"160",NA,2,1,2,1,2,1,4,7,2,5,6,2,1,3,1,2,2,5,2,2,1,1,3,1,NA,NA,NA,NA,1,3,3,5,NA,1
"161",NA,4,5,3,3,6,2,5,6,1,8,6,1,1,5,1,4,4,5,2,1,1,2,1,3,NA,NA,NA,NA,1,2,1,5,NA,1
"162",NA,4,6,4,9,6,5,3,5,1,4,8,3,3,8,3,6,6,6,2,2,2,3,3,3,NA,NA,NA,NA,1,NA,2,5,2,0
"163",NA,2,4,4,3,5,3,4,5,1,6,6,2,1,2,1,3,4,5,2,1,1,1,1,1,NA,NA,NA,NA,1,NA,2,4,3,0
"164",NA,1,4,4,2,1,3,4,6,1,6,6,1,1,6,1,4,3,3,2,2,2,1,1,1,NA,NA,NA,NA,1,NA,2,5,1,0
"165",NA,4,4,4,3,3,3,4,4,1,5,5,1,1,5,1,3,4,5,2,2,2,1,1,1,NA,NA,NA,NA,1,NA,2,4,2,0
"166",NA,4,5,5,3,4,4,4,4,1,3,5,1,2,4,1,4,4,4,2,2,2,1,1,2,NA,NA,NA,NA,1,NA,1,5,3,0
"167",NA,3,3,3,3,3,3,4,5,1,6,3,1,1,5,1,4,4,4,2,2,1,1,2,1,NA,NA,NA,NA,1,NA,1,5,2,0
"168",NA,3,4,4,2,2,2,4,5,2,5,5,1,1,6,1,4,5,5,2,2,2,1,2,1,NA,NA,NA,NA,1,NA,3,5,2,0
"169",NA,4,4,4,9,6,5,7,8,1,8,8,1,1,8,1,2,3,4,1,1,1,1,1,2,NA,NA,NA,NA,1,NA,1,4,3,0
"170",NA,4,4,4,3,5,3,4,5,1,5,3,1,1,3,1,4,4,5,1,1,1,2,2,2,NA,NA,NA,NA,1,NA,2,4,3,0
"171",NA,4,4,4,5,3,3,4,3,1,5,3,1,1,1,1,3,4,4,1,1,1,3,3,3,NA,NA,NA,NA,1,NA,2,4,3,0
"172",NA,5,5,5,3,4,2,4,5,1,4,6,2,2,6,1,5,4,5,2,2,2,1,1,2,NA,NA,NA,NA,1,NA,2,4,2,0
"173",NA,4,4,4,2,8,1,8,5,1,8,5,1,3,5,1,5,5,5,2,2,2,3,3,3,NA,NA,NA,NA,1,NA,2,4,1,0
"174",NA,3,5,5,4,2,2,4,5,1,8,8,3,1,3,2,4,3,5,1,3,2,1,1,1,NA,NA,NA,NA,1,NA,1,4,2,0
"175",NA,4,4,4,3,2,2,3,4,1,6,4,1,1,2,1,3,4,5,2,1,1,2,2,1,NA,NA,NA,NA,1,NA,1,4,3,0
"176",NA,4,4,3,3,5,3,4,3,1,5,3,1,1,2,1,4,4,5,1,1,1,2,2,2,NA,NA,NA,NA,1,NA,2,5,3,0
"177",NA,3,4,4,3,1,3,4,6,1,4,5,1,1,5,1,3,4,5,2,2,1,1,2,2,NA,NA,NA,NA,1,NA,2,4,2,0
"178",NA,4,3,3,5,6,4,4,3,1,3,3,1,3,3,1,4,4,4,1,1,1,3,3,1,NA,NA,NA,NA,1,NA,2,4,3,0
"179",NA,4,5,5,9,7,8,5,5,1,8,8,1,1,1,1,4,4,4,3,1,3,3,3,3,NA,NA,NA,NA,1,NA,1,4,2,0
"180",NA,3,5,5,3,1,1,3,6,1,6,6,1,1,6,1,4,4,4,3,2,2,1,3,3,NA,NA,NA,NA,1,NA,1,5,3,0
"181",NA,4,4,4,4,4,4,4,3,1,4,3,1,2,2,1,4,4,4,2,1,1,1,1,1,NA,NA,NA,NA,1,NA,1,4,2,0
"182",NA,4,4,5,3,5,3,3,5,1,4,4,1,2,5,1,4,3,4,2,1,2,2,3,3,NA,NA,NA,NA,1,NA,3,5,3,0
"183",NA,5,5,5,5,7,7,7,3,1,5,2,1,2,1,1,5,4,5,2,1,1,2,2,2,NA,NA,NA,NA,1,NA,1,4,3,0
"184",NA,4,4,4,3,5,4,5,4,1,3,3,1,2,3,1,4,4,5,2,2,2,1,3,2,NA,NA,NA,NA,1,NA,2,4,3,0
"185",NA,4,4,4,4,3,3,4,5,1,4,5,1,3,4,1,3,3,4,2,2,2,3,3,3,NA,NA,NA,NA,1,NA,1,5,3,0
"186",NA,5,4,4,3,3,2,3,4,1,4,5,1,1,4,3,3,3,5,2,1,2,3,3,2,NA,NA,NA,NA,1,NA,2,5,3,0
"187",NA,5,5,5,2,3,3,5,5,1,5,5,1,1,5,1,4,4,4,1,1,1,1,1,1,NA,NA,NA,NA,1,NA,2,5,1,0
"188",NA,3,2,2,3,5,3,2,5,2,5,6,2,1,2,1,3,3,5,2,2,1,1,1,1,NA,NA,NA,NA,1,2,1,4,NA,1
"189",NA,4,4,3,3,5,3,4,6,2,6,6,2,1,4,1,3,5,5,2,2,1,1,2,2,NA,NA,NA,NA,1,NA,1,4,3,0
"190",NA,4,2,4,3,2,2,2,4,1,6,3,2,3,2,1,5,5,5,1,1,1,3,3,3,NA,NA,NA,NA,1,NA,1,4,2,0
"191",NA,3,5,5,5,7,6,5,2,1,3,1,1,1,1,1,5,5,5,1,1,1,3,2,2,NA,NA,NA,NA,1,NA,1,4,3,0
"192",NA,3,5,5,2,5,2,4,4,1,5,5,1,1,4,1,5,4,3,1,2,1,2,3,2,NA,NA,NA,NA,1,NA,2,4,3,0
"193",NA,3,2,3,2,2,2,3,6,1,7,6,1,1,6,1,4,4,5,2,2,1,1,1,1,NA,NA,NA,NA,1,2,2,4,NA,1
"194",NA,4,4,4,6,3,3,6,1,1,2,1,1,2,1,1,5,4,5,1,1,1,3,1,2,NA,NA,NA,NA,1,NA,1,4,3,0
"195",NA,4,3,4,5,7,3,3,1,1,5,2,1,2,1,1,4,3,3,1,1,1,1,1,2,NA,NA,NA,NA,1,NA,1,4,3,0
"196",NA,4,4,4,3,3,1,5,3,1,5,5,1,1,1,1,1,4,5,1,1,1,1,1,1,NA,NA,NA,NA,1,NA,3,5,3,0
"197",NA,5,5,5,9,8,8,8,8,4,8,8,3,3,8,3,6,6,6,3,3,3,3,3,3,NA,NA,NA,NA,1,NA,1,4,3,0
"198",NA,5,6,6,6,8,8,8,8,4,8,8,3,3,8,3,6,6,6,3,3,3,3,3,3,NA,NA,NA,NA,1,NA,2,NA,3,0
"199",NA,4,2,3,3,2,2,4,4,1,7,4,1,3,2,1,3,4,5,1,2,2,1,1,1,NA,NA,NA,NA,1,NA,1,4,3,0
"200",NA,3,4,4,2,6,3,4,2,1,1,2,1,2,2,1,4,4,4,1,1,1,1,1,1,NA,NA,NA,NA,1,NA,2,4,2,0
"201",NA,4,4,4,2,5,3,3,5,1,3,6,1,1,5,1,4,5,4,2,2,2,1,1,1,NA,NA,NA,NA,1,2,1,5,NA,1
"202",NA,4,4,2,2,8,3,8,4,1,8,6,1,1,5,1,3,4,4,2,2,2,1,3,3,NA,NA,NA,NA,1,NA,1,4,3,0
"203",NA,3,2,2,3,3,3,3,5,1,5,5,1,3,5,1,4,4,4,1,1,1,3,3,3,NA,NA,NA,NA,1,3,2,4,NA,1
"204",NA,4,4,5,3,3,2,3,5,1,4,5,1,1,5,1,3,3,3,2,2,2,1,1,1,NA,NA,NA,NA,1,NA,2,5,3,0
"205",NA,4,4,4,3,3,3,4,5,1,3,5,1,2,3,1,4,4,4,2,2,3,2,3,2,NA,NA,NA,NA,1,3,2,4,NA,1
"206",NA,2,4,4,3,6,3,4,2,1,4,5,1,1,3,1,4,3,5,1,2,1,2,3,2,NA,NA,NA,NA,1,3,2,4,NA,1
"207",NA,4,5,4,3,3,3,3,5,1,4,5,1,1,5,1,3,3,5,2,1,2,3,3,3,NA,NA,NA,NA,1,NA,2,4,3,0
"208",NA,3,4,4,9,4,4,4,4,1,4,5,1,3,4,1,3,3,4,3,3,3,1,3,3,NA,NA,NA,NA,1,3,1,4,NA,1
"209",NA,4,5,4,3,3,2,2,4,1,3,5,1,1,5,1,3,4,5,1,1,2,1,1,1,NA,NA,NA,NA,1,NA,3,4,3,0
"210",NA,4,4,4,3,3,2,4,5,1,4,5,1,3,4,1,3,3,4,2,2,1,1,3,1,NA,NA,NA,NA,1,NA,2,5,2,0
"211",NA,3,5,5,3,1,2,4,6,1,6,6,1,1,3,1,4,4,5,3,1,3,1,1,1,NA,NA,NA,NA,1,NA,3,4,3,0
"212",NA,4,3,4,3,3,1,3,6,1,5,5,1,1,6,1,4,5,5,2,3,2,1,1,1,NA,NA,NA,NA,1,3,1,4,NA,1
"213",NA,4,4,4,5,8,4,4,2,1,4,2,1,1,5,1,4,4,4,1,1,2,2,3,3,NA,NA,NA,NA,1,NA,1,5,3,0
"214",NA,4,2,4,4,4,5,4,5,1,5,2,1,2,3,1,4,4,4,1,1,1,1,2,2,NA,NA,NA,NA,1,3,1,5,NA,1
"215",NA,4,4,3,3,3,3,4,6,1,6,6,1,2,6,2,4,4,5,2,2,2,1,1,1,NA,NA,NA,NA,1,3,1,4,NA,1
"216",NA,3,3,3,3,3,3,5,6,1,6,6,2,3,6,1,4,3,5,2,2,1,1,2,3,NA,NA,NA,NA,1,3,1,4,NA,1
"217",NA,4,4,4,3,3,2,3,6,1,5,5,1,3,5,1,4,4,4,2,3,3,3,3,3,NA,NA,NA,NA,1,3,2,5,NA,1
"218",NA,3,4,4,3,4,2,3,5,2,6,6,2,1,5,2,4,4,4,2,2,2,1,1,3,NA,NA,NA,NA,1,3,2,5,NA,1
"219",NA,4,3,4,3,3,3,3,6,1,6,5,1,1,6,1,4,4,5,1,2,1,1,1,1,NA,NA,NA,NA,1,3,2,5,NA,1
"220",NA,2,2,2,2,2,3,2,5,1,5,6,1,3,5,1,5,4,4,2,2,2,2,2,2,NA,NA,NA,NA,1,3,1,4,NA,1
"221",NA,3,4,3,3,6,2,4,6,1,6,6,1,2,5,1,4,3,5,2,2,2,1,2,3,NA,NA,NA,NA,1,2,2,5,NA,1
"222",NA,3,5,5,3,7,3,6,6,1,6,3,1,1,3,1,5,3,3,2,2,2,1,3,3,NA,NA,NA,NA,1,NA,2,5,2,0
"223",NA,4,4,4,3,3,3,5,3,1,5,4,1,2,4,1,4,3,4,3,1,2,2,3,3,NA,NA,NA,NA,1,NA,2,5,3,0
"224",NA,3,4,4,3,5,2,3,6,1,4,6,1,1,6,1,4,5,5,2,3,2,1,1,1,NA,NA,NA,NA,1,2,2,5,NA,1
"225",NA,3,3,3,4,4,4,4,4,1,4,5,1,1,3,1,3,4,5,2,2,1,1,1,2,NA,NA,NA,NA,1,2,1,5,NA,1
"226",NA,4,4,4,3,5,3,5,3,1,4,5,1,1,3,1,5,4,4,1,1,1,3,3,3,NA,NA,NA,NA,1,NA,2,4,3,0
"227",NA,4,2,3,4,3,3,6,4,1,4,4,1,1,3,1,4,5,4,2,1,2,2,3,2,NA,NA,NA,NA,1,NA,2,4,3,0
"228",NA,3,3,4,4,5,4,6,5,1,3,5,1,3,5,1,4,4,4,2,1,2,3,3,3,NA,NA,NA,NA,1,3,2,5,NA,1
"229",NA,3,4,4,3,3,2,3,6,1,6,6,1,1,5,1,3,4,4,2,2,2,3,3,3,NA,NA,NA,NA,1,3,2,5,NA,1
"230",NA,4,2,4,5,5,4,5,4,1,4,3,1,2,3,1,3,4,4,2,1,1,2,3,2,NA,NA,NA,NA,1,NA,2,5,3,0
"231",NA,2,3,4,3,2,3,8,5,1,6,5,1,1,5,1,3,3,4,2,2,1,1,1,1,NA,NA,NA,NA,1,2,2,4,NA,1
"232",NA,4,4,4,3,4,3,4,5,1,8,5,1,2,5,1,4,3,5,2,2,2,1,1,3,NA,NA,NA,NA,1,2,2,5,NA,1
"233",NA,2,4,4,2,2,1,3,7,1,6,7,1,1,7,1,4,3,4,2,2,2,1,1,1,NA,NA,NA,NA,1,3,2,4,NA,1
"234",NA,5,3,5,3,6,3,4,6,1,5,5,1,1,5,1,5,5,5,2,1,1,1,2,2,NA,NA,NA,NA,1,NA,2,4,3,0
"235",NA,3,3,3,3,5,3,8,5,1,6,5,1,2,5,1,4,3,4,1,2,1,1,1,1,NA,NA,NA,NA,1,3,3,4,NA,1
"236",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
"237",NA,4,5,5,6,8,6,7,3,1,2,1,1,1,2,1,5,5,5,1,1,1,2,1,1,7,6,1,4,0,NA,NA,NA,NA,0
"238",NA,4,4,5,2,4,4,4,4,1,4,3,1,1,3,1,5,4,5,1,2,1,1,1,2,7,3,2,5,0,NA,NA,NA,NA,0
"239",NA,6,3,3,2,3,2,4,6,2,6,6,2,1,6,1,3,4,5,2,2,3,1,3,3,7,3,1,7,0,NA,NA,NA,NA,1
"240",NA,4,5,5,3,3,3,8,4,1,4,4,1,1,3,1,5,5,5,1,1,3,1,1,3,6,8,2,1,0,NA,NA,NA,NA,1
"241",NA,4,4,6,5,8,5,3,4,1,2,3,1,1,1,1,5,4,4,2,1,1,1,3,3,3,11,4,2,0,NA,NA,NA,NA,1
"242",NA,3,2,2,2,2,2,4,6,2,4,7,2,2,8,1,4,4,5,2,2,3,1,1,2,7,7,1,4,0,NA,NA,NA,NA,1
"243",NA,3,4,4,3,5,2,4,5,1,6,6,2,1,6,1,4,4,5,2,2,2,2,2,1,6,1,2,10,0,NA,NA,NA,NA,1
"244",NA,3,4,2,2,3,3,4,4,1,5,7,2,1,6,1,3,4,5,2,2,2,3,2,2,7,3,2,4,0,NA,NA,NA,NA,1
"245",NA,4,5,5,3,5,3,5,4,1,8,5,1,2,3,1,5,3,4,1,1,1,2,2,2,6,7,2,3,0,NA,NA,NA,NA,0
"246",NA,4,4,5,4,7,5,7,2,1,5,8,1,1,1,1,4,1,5,1,1,1,2,3,1,7,3,5,6,0,NA,NA,NA,NA,0
"247",NA,3,4,5,2,4,3,5,7,2,6,6,2,1,6,2,5,5,5,2,2,2,2,2,2,7,7,2,2,0,NA,NA,NA,NA,0
"248",NA,4,3,4,5,5,3,4,5,1,4,3,1,1,1,1,4,4,5,1,2,1,1,3,1,6,3,2,5,0,NA,NA,NA,NA,0
"249",NA,4,5,4,2,4,1,5,6,1,4,4,1,2,3,1,5,4,5,1,2,1,1,2,2,6,2,6,5,0,NA,NA,NA,NA,1
"250",NA,4,4,4,3,5,2,4,5,1,3,5,2,1,2,1,4,3,5,2,2,1,1,1,1,3,5,2,3,0,NA,NA,NA,NA,1
"251",NA,4,4,4,5,3,3,4,4,1,5,4,1,3,2,1,5,4,4,1,2,1,2,2,2,6,8,2,0,0,NA,NA,NA,NA,0
"252",NA,4,4,4,3,3,2,3,5,1,3,5,1,1,3,1,5,4,4,2,2,2,2,2,2,3,7,1,2,0,NA,NA,NA,NA,1
"253",NA,5,4,3,4,4,4,4,5,1,4,4,1,2,3,1,4,4,4,1,1,1,1,1,1,5,2,2,11,0,NA,NA,NA,NA,0
"254",NA,2,3,4,4,5,5,6,2,1,1,1,1,2,1,1,5,3,3,1,1,1,1,2,1,7,4,2,10,0,NA,NA,NA,NA,1
"255",NA,3,5,5,2,5,1,4,6,4,5,7,1,1,7,1,5,3,5,2,1,1,2,2,2,6,11,1,11,0,NA,NA,NA,NA,1
"256",NA,5,5,5,3,8,8,8,2,1,3,2,1,1,2,1,5,5,5,1,1,1,3,3,3,3,7,1,11,0,NA,NA,NA,NA,0
"257",NA,4,4,5,9,8,4,3,5,1,6,6,1,1,1,1,4,4,5,2,2,1,1,1,3,7,5,2,1,0,NA,NA,NA,NA,1
"258",NA,4,4,4,2,3,2,4,5,1,4,5,1,1,5,1,2,4,3,2,2,2,3,1,1,6,2,3,10,0,NA,NA,NA,NA,1
"259",NA,3,4,4,5,5,5,5,4,1,4,3,1,2,2,1,4,4,4,1,2,2,1,3,2,7,5,1,5,0,NA,NA,NA,NA,0
"260",NA,2,3,4,2,4,2,4,5,1,6,5,1,2,5,1,3,4,5,1,2,1,1,1,1,7,3,1,7,0,NA,NA,NA,NA,1
"261",NA,4,4,1,3,5,4,8,4,4,4,1,1,3,4,1,2,4,3,2,1,3,3,3,3,7,13,2,5,0,NA,NA,NA,NA,0
"262",NA,4,4,3,2,3,2,3,6,1,6,6,1,1,6,1,4,4,4,2,2,2,3,1,2,5,2,2,8,0,NA,NA,NA,NA,0
"263",NA,4,4,5,2,2,3,4,5,1,4,6,2,1,3,3,3,1,4,2,1,2,1,1,2,6,8,7,0,0,NA,NA,NA,NA,1
"264",NA,2,2,4,3,3,2,4,3,1,5,5,1,1,4,1,4,4,5,2,1,2,1,3,1,6,4,2,5,0,NA,NA,NA,NA,1
"265",NA,3,4,4,3,7,6,4,6,2,5,2,1,1,1,1,2,4,5,3,2,1,1,2,2,5,3,3,7,0,NA,NA,NA,NA,1
"266",NA,4,3,3,2,3,3,5,5,1,3,5,1,1,5,1,4,4,4,2,1,2,1,1,1,7,7,2,2,0,NA,NA,NA,NA,1
"267",NA,3,4,3,5,7,3,4,4,1,3,6,2,1,5,1,3,4,5,1,2,2,1,1,2,6,1,3,10,0,NA,NA,NA,NA,1
"268",NA,4,3,5,3,8,8,8,4,1,4,6,1,2,4,1,5,6,5,2,3,2,3,3,3,7,13,2,5,0,NA,NA,NA,NA,1
"269",NA,5,5,6,4,6,6,8,3,1,5,2,1,1,2,1,4,4,5,2,1,2,3,2,2,5,2,4,7,0,NA,NA,NA,NA,1
"270",NA,4,4,6,4,8,8,8,5,1,5,3,1,1,5,1,3,2,2,2,2,2,2,1,2,7,7,4,4,0,NA,NA,NA,NA,0
"271",NA,3,4,3,2,3,2,3,5,1,5,5,2,1,4,1,4,3,5,2,2,1,3,3,2,5,2,2,7,0,NA,NA,NA,NA,1
"272",NA,3,4,3,3,6,5,3,3,4,5,5,1,2,3,1,4,4,4,1,2,3,2,2,2,6,13,2,11,0,NA,NA,NA,NA,1
"273",NA,5,5,3,3,3,6,7,5,1,7,1,1,1,5,2,5,5,5,2,1,2,2,3,3,3,13,1,4,0,NA,NA,NA,NA,0
"274",NA,4,5,5,3,4,5,7,2,1,1,3,1,1,1,1,4,4,5,1,1,1,2,2,2,7,5,2,7,0,NA,NA,NA,NA,1
